Year	Domain	Name	Nationality	Gender
1971	Medicine	 Earl W. Sutherland, Jr.	USA	Male
1971	Peace	 Willy Brandt 	Germany	Male
1971	Physics	 Dennis Gabor 	UK	Male
1970	Chemistry	 Luis Leloir 	Argentina	Male
1970	Economics	 Paul A. Samuelson 	USA	Male
1970	Literature	 Alexandr Solzhenitsyn 	USSR	Male
1970	Medicine	 Julius Axelrod 	USA	Male
1970	Medicine	 Sir Bernard Katz 	UK	Male
1970	Medicine	 Ulf von Euler 	Sweden	Male
1970	Peace	 Norman Borlaug 	USA	Male
1970	Physics	 Hannes Alfven 	Sweden	Male
1970	Physics	 Louis Neel 	France	Male
1969	Chemistry	 Derek Barton 	UK	Male
1969	Chemistry	 Odd Hassel 	Norway	Male
1969	Economics	 Ragnar Frisch 	Norway	Male
1969	Economics	 Jan Tinbergen 	Netherlands	Male
1969	Literature	 Samuel Beckett 	Ireland	Male
1969	Medicine	 Max Delbruck 	USA	Male
1969	Medicine	 Alfred D. Hershey 	USA	Male
1969	Medicine	 Salvador E. Luria 	USA	Male
1969	Peace	 International Labour Organization 	Switzerland	Organization
1969	Physics	 Murray Gell-Mann 	USA	Male
1968	Chemistry	 Lars Onsager 	USA	Male
1968	Literature	 Yasunari Kawabata 	Japan	Male
1968	Medicine	 Robert W. Holley 	USA	Male
1968	Medicine	 H. Gobind Khorana 	USA	Male
1968	Medicine	 Marshall W. Nirenberg 	USA	Male
1968	Peace	 Rene Cassin 	France	Male
1968	Physics	 Luis Alvarez 	USA	Male
1967	Chemistry	 Manfred Eigen 	Germany	Male
1967	Chemistry	 Ronald G.W. Norrish 	UK	Male
1967	Chemistry	 George Porter 	UK	Male
1967	Literature	 Miguel Angel Asturias 	Guatemala	Male
1967	Medicine	 Ragnar Granit 	Sweden	Male
1967	Medicine	 Haldan K. Hartline 	USA	Male
1967	Medicine	 George Wald 	USA	Male
1967	Physics	 Hans Bethe 	USA	Male
1966	Chemistry	 Robert S. Mulliken 	USA	Male
1966	Literature	 Shmuel Agnon 	Israel	Male
1966	Literature	 Nelly Sachs 	Sweden	Female
1966	Medicine	 Charles B. Huggins 	USA	Male
1966	Medicine	 Peyton Rous 	USA	Male
1966	Physics	 Alfred Kastler 	France	Male
1965	Chemistry	 Robert B. Woodward 	USA	Male
1965	Literature	 Mikhail Sholokhov 	USSR	Male
1965	Medicine	 Francois Jacob 	France	Male
1965	Medicine	 Andre Lwoff 	France	Male
1965	Medicine	 Jacques Monod 	France	Male
1965	Peace	 United Nations Children's Fund 	USA	Organization
1965	Physics	 Richard P. Feynman 	USA	Male
1965	Physics	 Julian Schwinger 	USA	Male
1965	Physics	 Sin-Itiro Tomonaga 	Japan	Male
1964	Chemistry	 Dorothy Crowfoot Hodgkin 	UK	Female
1964	Literature	 Jean-Paul Sartre 	France	Male
1964	Medicine	 Konrad Bloch 	USA	Male
1964	Medicine	 Feodor Lynen 	Germany	Male
1964	Peace	 Martin Luther King Jr. 	USA	Male
1964	Physics	 Nicolay G. Basov 	USSR	Male
1964	Physics	 Aleksandr M. Prokhorov 	USSR	Male
1964	Physics	 Charles H. Townes 	USA	Male
1963	Chemistry	 Giulio Natta 	Italy	Male
1963	Chemistry	 Karl Ziegler 	Germany	Male
1963	Literature	 Giorgos Seferis 	Greece	Male
1963	Medicine	 Sir John Eccles 	Australia	Male
1963	Medicine	 Alan L. Hodgkin 	UK	Male
1963	Medicine	 Andrew F. Huxley 	UK	Male
1963	Peace	 International Committee of the Red Cross 	Switzerland	Organization
1963	Peace	 League of Red Cross Societies 	Switzerland	Organization
1963	Physics	 Maria Goeppert-Mayer 	USA	Female
1963	Physics	 J. Hans D. Jensen 	Germany	Male
1963	Physics	 Eugene Wigner 	USA	Male
1962	Chemistry	 John C. Kendrew 	UK	Male
1962	Chemistry	 Max F. Perutz 	UK	Male
1962	Literature	 John Steinbeck 	USA	Male
1962	Medicine	 Francis Crick 	UK	Male
1962	Medicine	 James Watson 	USA	Male
1962	Medicine	 Maurice Wilkins 	UK, New Zealand	Male
1962	Peace	 Linus Pauling 	USA	Male
1962	Physics	 Lev Landau 	USSR	Male
1961	Chemistry	 Melvin Calvin 	USA	Male
1961	Literature	 Ivo Andric 	Yugoslavia	Male
1961	Medicine	 Georg von Bekesy 	USA	Male
1961	Peace	 Dag Hammarskjold 	Sweden	Male
1961	Physics	 Robert Hofstadter 	USA	Male
1961	Physics	 Rudolf Mossbauer 	Germany	Male
1960	Chemistry	 Willard F. Libby 	USA	Male
1960	Literature	 Saint-John Perse 	France	Male
1960	Medicine	 Sir Frank Macfarlane Burnet 	Australia	Male
1960	Medicine	 Peter Medawar 	UK	Male
1960	Peace	 Albert Lutuli 	South Africa	Male
1960	Physics	 Donald A. Glaser 	USA	Male
1959	Chemistry	 Jaroslav Heyrovsky 	Czechoslovakia	Male
1959	Literature	 Salvatore Quasimodo 	Italy	Male
1959	Medicine	 Arthur Kornberg 	USA	Male
1959	Medicine	 Severo Ochoa 	USA	Male
1959	Peace	 Philip Noel-Baker 	UK	Male
1959	Physics	 Owen Chamberlain 	USA	Male
1959	Physics	 Emilio Segre 	USA	Male
1958	Chemistry	 Frederick Sanger 	UK	Male
1958	Literature	 Boris Pasternak 	USSR	Male
1958	Medicine	 George Beadle 	USA	Male
1958	Medicine	 Joshua Lederberg 	USA	Male
1958	Medicine	 Edward Tatum 	USA	Male
1958	Peace	 Georges Pire 	Belgium	Male
1958	Physics	 Pavel A. Cherenkov 	USSR	Male
1958	Physics	 Il??ja M. Frank 	USSR	Male
1958	Physics	 Igor Y. Tamm 	USSR	Male
1957	Chemistry	 Lord Todd 	UK	Male
1957	Literature	 Albert Camus 	France	Male
1957	Medicine	 Daniel Bovet 	Italy	Male
1957	Peace	 Lester Bowles Pearson 	Canada	Male
1957	Physics	 Tsung-Dao Lee 	China	Male
1957	Physics	 Chen Ning Yang 	China	Male
1956	Chemistry	 Sir Cyril Hinshelwood 	UK	Male
1956	Chemistry	 Nikolay Semenov 	USSR	Male
1956	Literature	 Juan Ramon Jimenez 	Spain	Male
1956	Medicine	 Andre F. Cournand 	USA	Male
1956	Medicine	 Werner Forssmann 	Germany	Male
1956	Medicine	 Dickinson W. Richards 	USA	Male
1956	Physics	 John Bardeen 	USA	Male
1956	Physics	 Walter H. Brattain 	USA	Male
1956	Physics	 William B. Shockley 	USA	Male
1955	Chemistry	 Vincent du Vigneaud 	USA	Male
1955	Literature	 Halldor Laxness 	Iceland	Male
1955	Medicine	 Hugo Theorell 	Sweden	Male
1955	Physics	 Polykarp Kusch 	USA	Male
1955	Physics	 Willis E. Lamb 	USA	Male
1954	Chemistry	 Linus Pauling 	USA	Male
1954	Literature	 Ernest Hemingway 	USA	Male
1954	Medicine	 John F. Enders 	USA	Male
1954	Medicine	 Frederick C. Robbins 	USA	Male
1954	Medicine	 Thomas H. Weller 	USA	Male
1954	Peace	 Office of the United Nations High Commissioner for Refugees 	Switzerland	Organization
1954	Physics	 Max Born 	UK	Male
1954	Physics	 Walther Bothe 	Germany	Male
1953	Chemistry	 Hermann Staudinger 	Germany	Male
1953	Literature	 Winston Churchill 	UK	Male
1953	Medicine	 Hans Krebs 	UK	Male
1953	Medicine	 Fritz Lipmann 	USA	Male
1953	Peace	 George C. Marshall 	USA	Male
1953	Physics	 Frits Zernike 	Netherlands	Male
1952	Chemistry	 Archer J.P. Martin 	UK	Male
1952	Chemistry	 Richard L.M. Synge 	UK	Male
1952	Literature	 Francois Mauriac 	France	Male
1952	Medicine	 Selman A. Waksman 	USA	Male
1952	Peace	 Albert Schweitzer 	France	Male
1952	Physics	 Felix Bloch 	USA	Male
1952	Physics	 E. M. Purcell 	USA	Male
1951	Chemistry	 Edwin M. McMillan 	USA	Male
1951	Chemistry	 Glenn T. Seaborg 	USA	Male
1951	Literature	 Par Lagerkvist 	Sweden	Male
1951	Medicine	 Max Theiler 	South Africa	Male
1951	Peace	 Leon Jouhaux 	France	Male
1951	Physics	 John Cockcroft 	UK	Male
1951	Physics	 Ernest T.S. Walton 	Ireland	Male
1950	Chemistry	 Kurt Alder 	Germany	Male
1950	Chemistry	 Otto Diels 	Germany	Male
1950	Literature	 Bertrand Russell 	UK	Male
1950	Medicine	 Philip S. Hench 	USA	Male
1950	Medicine	 Edward C. Kendall 	USA	Male
1950	Medicine	 Tadeus Reichstein 	Switzerland	Male
1950	Peace	 Ralph Bunche 	USA	Male
1950	Physics	 Cecil Powell 	UK	Male
1949	Chemistry	 William F. Giauque 	USA	Male
1949	Literature	 William Faulkner 	USA	Male
1949	Medicine	 Walter Hess 	Switzerland	Male
1949	Medicine	 Egas Moniz 	Portugal	Male
1949	Peace	 Lord Boyd Orr 	UK	Male
1949	Physics	 Hideki Yukawa 	Japan	Male
1948	Chemistry	 Arne Tiselius 	Sweden	Male
1948	Literature	 T.S. Eliot 	UK	Male
1948	Medicine	 Paul Muller 	Switzerland	Male
1948	Physics	 Patrick M.S. Blackett 	UK	Male
1947	Chemistry	 Sir Robert Robinson 	UK	Male
1947	Literature	 Andre Gide 	France	Male
1947	Medicine	 Carl Cori 	USA	Male
1947	Medicine	 Gerty Cori 	USA	Female
1947	Medicine	 Bernardo Houssay 	Argentina	Male
1947	Peace	 Friends Service Council 	UK	Organization
1947	Peace	 American Friends Service Committee 	USA	Organization
1947	Physics	 Edward V. Appleton 	UK	Male
1946	Chemistry	 John H. Northrop 	USA	Male
1946	Chemistry	 Wendell M. Stanley 	USA	Male
1946	Chemistry	 James B. Sumner 	USA	Male
1946	Literature	 Hermann Hesse 	Switzerland	Male
1946	Medicine	 Hermann J. Muller 	USA	Male
1946	Peace	 Emily Greene Balch 	USA	Female
1946	Peace	 John R. Mott 	USA	Male
1946	Physics	 Percy W. Bridgman 	USA	Male
1945	Chemistry	 Artturi Virtanen 	Finland	Male
1945	Literature	 Gabriela Mistral 	Chile	Female
1945	Medicine	 Ernst B. Chain 	UK	Male
1945	Medicine	 Sir Alexander Fleming 	UK	Male
1945	Medicine	 Sir Howard Florey 	Australia	Male
1945	Peace	 Cordell Hull 	USA	Male
1945	Physics	 Wolfgang Pauli 	Austria	Male
1944	Chemistry	 Otto Hahn 	Germany	Male
1944	Literature	 Johannes V. Jensen 	Denmark	Male
1944	Medicine	 Joseph Erlanger 	USA	Male
1944	Medicine	 Herbert S. Gasser 	USA	Male
1944	Peace	 International Committee of the Red Cross 	Switzerland	Organization
1944	Physics	 Isidor Isaac Rabi 	USA	Male
1943	Chemistry	 George de Hevesy 	Hungary	Male
1943	Medicine	 Henrik Dam 	Denmark	Male
1943	Medicine	 Edward A. Doisy 	USA	Male
1943	Physics	 Otto Stern 	USA	Male
1939	Chemistry	 Adolf Butenandt 	Germany	Male
1939	Chemistry	 Leopold Ruzicka 	Switzerland	Male
1939	Literature	 Frans Eemil Sillanpaa 	Finland	Male
1939	Medicine	 Gerhard Domagk 	Germany	Male
1939	Physics	 Ernest Lawrence 	USA	Male
1938	Chemistry	 Richard Kuhn 	Germany	Male
1938	Literature	 Pearl Buck 	USA	Female
1938	Medicine	 Corneille Heymans 	Belgium	Male
1938	Peace	 Nansen International Office for Refugees 	Switzerland	Organization
1938	Physics	 Enrico Fermi 	Italy	Male
1937	Chemistry	 Norman Haworth 	UK	Male
1937	Chemistry	 Paul Karrer 	Switzerland	Male
1937	Literature	 Roger Martin du Gard 	France	Male
1937	Medicine	 Albert Szent-Gyorgyi 	Hungary	Male
1937	Peace	 Robert Cecil 	UK	Male
1937	Physics	 Clinton Davisson 	USA	Male
1937	Physics	 George Paget Thomson 	UK	Male
1936	Chemistry	 Peter Debye 	Netherlands	Male
1936	Literature	 Eugene O'Neill 	USA	Male
1936	Medicine	 Sir Henry Dale 	UK	Male
1936	Medicine	 Otto Loewi 	Austria	Male
1936	Peace	 Carlos Saavedra Lamas 	Argentina	Male
1936	Physics	 Carl D. Anderson 	USA	Male
1936	Physics	 Victor F. Hess 	Austria	Male
1935	Chemistry	 Frederic Joliot 	France	Male
1935	Chemistry	 Irene Joliot-Curie 	France	Female
1935	Medicine	 Hans Spemann 	Germany	Male
1935	Peace	 Carl von Ossietzky 	Germany	Male
1935	Physics	 James Chadwick 	UK	Male
1934	Chemistry	 Harold C. Urey 	USA	Male
1934	Literature	 Luigi Pirandello 	Italy	Male
1934	Medicine	 George R. Minot 	USA	Male
1934	Medicine	 William P. Murphy 	USA	Male
1934	Medicine	 George H. Whipple 	USA	Male
1934	Peace	 Arthur Henderson 	UK	Male
1933	Literature	 Ivan Bunin 	France	Male
1933	Medicine	 Thomas H. Morgan 	USA	Male
1933	Peace	 Sir Norman Angell 	UK	Male
1933	Physics	 Paul A.M. Dirac 	UK	Male
1933	Physics	 Erwin Schrodinger 	Austria	Male
1932	Chemistry	 Irving Langmuir 	USA	Male
1932	Literature	 John Galsworthy 	UK	Male
1932	Medicine	 Edgar Adrian 	UK	Male
1932	Medicine	 Sir Charles Sherrington 	UK	Male
1932	Physics	 Werner Heisenberg 	Germany	Male
1931	Chemistry	 Friedrich Bergius 	Germany	Male
1931	Chemistry	 Carl Bosch 	Germany	Male
1931	Literature	 Erik Axel Karlfeldt 	Sweden	Male
1931	Medicine	 Otto Warburg 	Germany	Male
1931	Peace	 Jane Addams 	USA	Female
1931	Peace	 Nicholas Murray Butler 	USA	Male
1930	Chemistry	 Hans Fischer 	Germany	Male
1930	Literature	 Sinclair Lewis 	USA	Male
1930	Medicine	 Karl Landsteiner 	Austria	Male
1930	Peace	 Nathan Soderblom 	Sweden	Male
1930	Physics	 Sir Venkata Raman 	India	Male
1929	Chemistry	 Arthur Harden 	UK	Male
1929	Chemistry	 Hans von Euler-Chelpin 	Sweden	Male
1929	Literature	 Thomas Mann 	Germany	Male
1929	Medicine	 Christiaan Eijkman 	Netherlands	Male
1929	Medicine	 Sir Frederick Hopkins 	UK	Male
1929	Peace	 Frank B. Kellogg 	USA	Male
1929	Physics	 Louis de Broglie 	France	Male
1928	Chemistry	 Adolf Windaus 	Germany	Male
1928	Literature	 Sigrid Undset 	Norway	Female
1928	Medicine	 Charles Nicolle 	France	Male
1928	Physics	 Owen Willans Richardson 	UK	Male
1927	Chemistry	 Heinrich Wieland 	Germany	Male
1927	Literature	 Henri Bergson 	France	Male
1927	Medicine	 Julius Wagner-Jauregg 	Austria	Male
1927	Peace	 Ferdinand Buisson 	France	Male
1927	Peace	 Ludwig Quidde 	Germany	Male
1927	Physics	 Arthur H. Compton 	USA	Male
1927	Physics	 C.T.R. Wilson 	UK	Male
1926	Chemistry	 The Svedberg 	Sweden	Male
1926	Literature	 Grazia Deledda 	Italy	Female
1926	Medicine	 Johannes Fibiger 	Denmark	Male
1926	Peace	 Aristide Briand 	France	Male
1926	Peace	 Gustav Stresemann 	Germany	Male
1926	Physics	 Jean Baptiste Perrin 	France	Male
1925	Chemistry	 Richard Zsigmondy 	Germany	Male
1925	Literature	 George Bernard Shaw 	UK	Male
1925	Peace	 Sir Austen Chamberlain 	UK	Male
1925	Peace	 Charles G. Dawes 	USA	Male
1925	Physics	 James Franck 	Germany	Male
1925	Physics	 Gustav Hertz 	Germany	Male
1924	Literature	 Wladyslaw Reymont 	Poland	Male
1924	Medicine	 Willem Einthoven 	Netherlands	Male
1924	Physics	 Manne Siegbahn 	Sweden	Male
1923	Chemistry	 Fritz Pregl 	Austria	Male
1923	Literature	 William Butler Yeats 	Ireland	Male
1923	Medicine	 Frederick G. Banting 	Canada	Male
1923	Medicine	 John Macleod 	Canada	Male
1923	Physics	 Robert A. Millikan 	USA	Male
1922	Chemistry	 Francis W. Aston 	UK	Male
1922	Literature	 Jacinto Benavente 	Spain	Male
1922	Medicine	 Archibald V. Hill 	UK	Male
1922	Medicine	 Otto Meyerhof 	Germany	Male
1922	Peace	 Fridtjof Nansen 	Norway	Male
1922	Physics	 Niels Bohr 	Denmark	Male
1921	Chemistry	 Frederick Soddy 	UK	Male
1921	Literature	 Anatole France 	France	Male
1921	Peace	 Hjalmar Branting 	Sweden	Male
1921	Peace	 Christian Lange 	Norway	Male
1921	Physics	 Albert Einstein 	Germany, Switzerland	Male
1920	Chemistry	 Walther Nernst 	Germany	Male
1920	Literature	 Knut Hamsun 	Norway	Male
1920	Medicine	 August Krogh 	Denmark	Male
1920	Peace	 Leon Bourgeois 	France	Male
1920	Physics	 Charles Edouard Guillaume 	Switzerland	Male
1919	Literature	 Carl Spitteler 	Switzerland	Male
1919	Medicine	 Jules Bordet 	Belgium	Male
1919	Peace	 Woodrow Wilson 	USA	Male
1919	Physics	 Johannes Stark 	Germany	Male
1918	Chemistry	 Fritz Haber 	Germany	Male
1918	Physics	 Max Planck 	Germany	Male
1917	Literature	 Karl Gjellerup 	Denmark	Male
1917	Literature	 Henrik Pontoppidan 	Denmark	Male
1917	Peace	 International Committee of the Red Cross 	Switzerland	Organization
1917	Physics	 Charles Glover Barkla 	UK	Male
1916	Literature	 Verner von Heidenstam 	Sweden	Male
1915	Chemistry	 Richard Willstatter 	Germany	Male
1915	Literature	 Romain Rolland 	France	Male
1915	Physics	 William Bragg 	UK	Male
1915	Physics	 Lawrence Bragg 	UK	Male
1914	Chemistry	 Theodore W. Richards 	USA	Male
1914	Medicine	 Robert Barany 	Austria	Male
1914	Physics	 Max von Laue 	Germany	Male
1913	Chemistry	 Alfred Werner 	Switzerland	Male
1913	Literature	 Rabindranath Tagore 	India	Male
1913	Medicine	 Charles Richet 	France	Male
1913	Peace	 Henri La Fontaine 	Belgium	Male
1913	Physics	 Heike Kamerlingh Onnes 	Netherlands	Male
1912	Chemistry	 Victor Grignard 	France	Male
1912	Chemistry	 Paul Sabatier 	France	Male
1912	Literature	 Gerhart Hauptmann 	Germany	Male
1912	Medicine	 Alexis Carrel 	France	Male
1912	Peace	 Elihu Root 	USA	Male
1912	Physics	 Gustaf Dalen 	Sweden	Male
1911	Chemistry	 Marie Curie 	France	Female
1911	Literature	 Maurice Maeterlinck 	Belgium	Male
1911	Medicine	 Allvar Gullstrand 	Sweden	Male
1911	Peace	 Tobias Asser 	Netherlands	Male
1911	Peace	 Alfred Fried 	Austria	Male
1911	Physics	 Wilhelm Wien 	Germany	Male
1910	Chemistry	 Otto Wallach 	Germany	Male
1910	Literature	 Paul Heyse 	Germany	Male
1910	Medicine	 Albrecht Kossel 	Germany	Male
1910	Peace	 Permanent International Peace Bureau 	Switzerland	Organization
1910	Physics	 Johannes Diderik van der Waals 	Netherlands	Male
1909	Chemistry	 Wilhelm Ostwald 	Germany	Male
1909	Literature	 Selma Lagerlof 	Sweden	Female
1909	Medicine	 Theodor Kocher 	Switzerland	Male
1909	Peace	 Auguste Beernaert 	Belgium	Male
1909	Peace	 Paul Henri d'Estournelles de Constant 	France	Male
1909	Physics	 Ferdinand Braun 	Germany	Male
1909	Physics	 Guglielmo Marconi 	Italy	Male
1908	Chemistry	 Ernest Rutherford 	UK, New Zealand	Male
1908	Literature	 Rudolf Eucken 	Germany	Male
1908	Medicine	 Paul Ehrlich 	Germany	Male
1908	Medicine	 Ilya Mechnikov 	Russia	Male
1908	Peace	 Klas Pontus Arnoldson 	Sweden	Male
1908	Peace	 Fredrik Bajer 	Denmark	Male
1908	Physics	 Gabriel Lippmann 	France	Male
1907	Chemistry	 Eduard Buchner 	Germany	Male
1907	Literature	 Rudyard Kipling 	UK	Male
1907	Medicine	 Alphonse Laveran 	France	Male
1907	Peace	 Ernesto Teodoro Moneta 	Italy	Male
1907	Peace	 Louis Renault 	France	Male
1907	Physics	 Albert A. Michelson 	USA	Male
1906	Chemistry	 Henri Moissan 	France	Male
1906	Literature	 Giosue Carducci 	Italy	Male
1906	Medicine	 Camillo Golgi 	Italy	Male
1906	Medicine	 Santiago Ramon y Cajal 	Spain	Male
1906	Peace	 Theodore Roosevelt 	USA	Male
1906	Physics	 J.J. Thomson 	UK	Male
1905	Chemistry	 Adolf von Baeyer 	Germany	Male
1905	Literature	 Henryk Sienkiewicz 	Poland	Male
1905	Medicine	 Robert Koch 	Germany	Male
1905	Peace	 Bertha von Suttner 	Austria	Female
1905	Physics	 Philipp Lenard 	Germany	Male
1904	Chemistry	 Sir William Ramsay 	UK	Male
1904	Literature	 Jose Echegaray 	Spain	Male
1904	Literature	 Frederic Mistral 	France	Male
1904	Medicine	 Ivan Pavlov 	Russia	Male
1904	Peace	 Institute of International Law 	Belgium	Organization
1904	Physics	 Lord Rayleigh 	UK	Male
1903	Chemistry	 Svante Arrhenius 	Sweden	Male
1903	Literature	 Bjornstjerne Bjornson 	Norway	Male
1903	Medicine	 Niels Ryberg Finsen 	Denmark	Male
1903	Peace	 Randal Cremer 	UK	Male
1903	Physics	 Henri Becquerel 	France	Male
1903	Physics	 Pierre Curie 	France	Male
1903	Physics	 Marie Curie 	France	Female
1902	Chemistry	 Emil Fischer 	Germany	Male
1902	Literature	 Theodor Mommsen 	Germany	Male
1902	Medicine	 Ronald Ross 	UK	Male
1902	Peace	 Elie Ducommun 	Switzerland	Male
1902	Peace	 Albert Gobat 	Switzerland	Male
1902	Physics	 Hendrik A. Lorentz 	Netherlands	Male
1902	Physics	 Pieter Zeeman 	Netherlands	Male
1901	Chemistry	 Jacobus H. van 't Hoff 	Netherlands	Male
1901	Literature	 Sully Prudhomme 	France	Male
1901	Medicine	 Emil von Behring 	Germany	Male
1901	Peace	 Henry Dunant 	Switzerland	Male
1901	Peace	 Frederic Passy 	France	Male
1901	Physics	 Wilhelm Conrad Rontgen 	Germany	Male
